所属年级,来源,具体来源,章节,试卷题号,题目截图,题干文本,所属章节,参考答案,答案文本,参考解析,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试九,,,"14. 当 $x \in(0,+\infty)$ 时, 试比较函数 $y=2^{x}, y=x^{2}, y=\log _{2} x$ 的大小.",基本初等函数,详见解析,"$ \begin{array}{l}x \in(0,+\infty) \text { 时, } \log _{2} x<x^{2} \text {, 且 } \log _{2} x<2^{x} . \\ x \in(0,2) \cup(4,+\infty) \text { 时, } 2^{x}>x^{2} ; \\ x \in(2,4) \text { 时， } x^{2}>2^{x} ; \\ x=2 \text { 或 } x=4 \text { 时, } x^{2}=2^{x} .\end{array} $",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试十,,,"10. 随着天气的变化, 某种疾病的感染人数 $y$ 与月份 $x$ 满足关系式 $y=a \cdot 0.5^{x}+b$, 现已知某城市今年 1 月、 2 月该疾病的感染人数分别为 1 万人、 1.5 万人. 那么 3 月份该疾病的感染人数是",基本初等函数,,10. 1.75 万人,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第三章习题3-3A,,,"(1) 一种商品的售价上涨 $2 \%$ 后, 又下降了 $2 \%$, 求商品的最终售价 $y$ 与原来的售价 $x$ 之间的关系.",函数的应用,,$y=0.9996 x$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第三章习题3-3A,,,"(2) 某村 2006 年年底共有 2000 人, 全年工农业总产值为 4320 万元, 若从 2007 年起, 该村工农业总产值每年增加 160 万元, 人口每年增加 20 人, 设 2006 年后的第 $x$ 年该村人均工农业产值为 $y$ 万元, 写出 $y$ 与 $x$ 之间的关系式.",函数的应用,,"$y=\frac{216+8 x}{100+x}, x \in N ^{*}$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第三章习题3-4A,,,"(2) 某公司最近 4 年对某种产品投入的宣传费 $x$ 万元与年销售量 $y t$ 之间的关系如下表所示.
\begin{tabular}{|c|c|c|c|c|}
\hline$x$ & 1 & 4 & 9 & 16 \\\hline$y$ & 168.6 & 236.6 & 304.6 & 372.6 \\\hline
\end{tabular}
（1）根据以上表格中的数据判断: $y=a x+b$ 与 $y=c \sqrt{x}+d$ 哪一个更适宜作为 $y$ 与 $x$ 的函数模型?
(2) 已知这种产品的年利润 $z$ 万元与 $x, y$ 的关系为 $z=2 y-10 x$, 则年宣传费 $x$ 为多少时年利润最大?",函数的应用,,"(1) $y=68 \sqrt{x}+100.6$ 更适宜作为 $y$ 与 $x$ 的函数模

型 (2) $x=\frac{1156}{25}$ 时, 年利润最大",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第三章3.3例4,,,"例 4 某单位计划用围墙围出一块矩形场地, 现有材料可筑墙的总长度为 $l$, 如果要使围墙围出的场地面积最大, 则矩形的长、宽各等于多少?",函数的应用,详见解析,长、宽都为 $ \frac{l}{4} $ ,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第三章3.3例5,,,"例 5 已知某产品的总成本 $C$ 与年产量 $Q$ 之间的关系为 $C=a Q^{2}+$ 3000 , 且当年产量是 100 时, 总成本是 6000 . 设该产品年产量为 $Q$ 时的平均成本为 $f(Q)$.
(1) 求 $f(Q)$ 的解析式;
(2) 求年产量为多少时, 平均成本最小, 并求最小值.",函数的应用,详见解析,"(1) $f(Q)=\frac{C}{Q}=\frac{3}{10} Q+\frac{3000}{Q}, Q>0 .$

(2)$f(Q)=\frac{3}{10} Q+\frac{3000}{Q} \geqslant 2 \sqrt{\frac{3}{10} Q \times \frac{3000}{Q}}=60$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第三章3.3例2,,,"例 2 城镇化是国家现代化的重要指标, 据有关资料显示, 1978 - 2013 年, 我国城镇常住人口从 1.7 亿增加到 7.3 亿. 假设每一年城镇常住人口的增加量都相等, 记 1978 年后第 $t$ (限定 $t \lt 40)$ 年的城镇常住人口为 $f(t)$亿. 写出 $f(t)$ 的解析式, 并由此估算出我国 2017 年的城镇常住人口数.",函数的应用,详见解析,"$
f(t)=0.16 t+1.7, t \in \mathbf{N} \text { 且 } t<40 .
$

我国 2017 年的城镇常住人口为 7.94 亿.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第二章习题2-3A,,,"4. 某市一种出租车标价为 1.20 元 $/ km$, 但事实上的收费标准如下: 最开始 $4 km$ 内不管车行驶警程多少, 均收费 10 元 (即起步费), $4 km$ 后到 $15 km$ 之间, 每公里收弗 1.20 元, $15 km$ 后每公里再加收 $50 \%$, 即每公里 1.80 元. 试写出付费总数 $f$ 与打车路程 $x$ 之间的函数关系.",函数的应用,,$f(x)\left\{10(0 \lt x \lt 4)  1.2 x+5.2(4 \leq x \lt 15)  1.8 x-3.8(x \geq 15)\right.$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第二章习题2-3B,,,"3. 有 $300 m$ 长的蝺笆材料, 如果利用已有的一面畦 (设长度能用) 作为一边, 围成一块矩形菜地, 问矩形的长、宽各为多少时, 这块菜地的面积最大?",函数的应用,,"所以当矩形的长为 $150 m$, 宽为 $75 m$ 时这块菜地的面积最大, 最大为 $11250 m^{2}$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修一,第二章习题2-3B,,,"5. 等腰梯形的周长为 $60 cm$, 底角为 $60^{\circ}$, 问梯形各边长为多少时, 梯形的面积最大?",函数的应用,,当梯形的腰长为 $15 cm$ ，上底为 $7.5 cm$ ，下底为 $22.5 cm$ 时，梯形的面积最大。,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第三章测试六,,,"1. 某商品价格 2019 年比 2018 年高 $25 \%, 2020$ 年比 2018 年高 $14 \%$,则 2020 年比 2019 年价格回落的幅度为
(A) $15 \%$
(B) $11 \%$
(C) $9.6 \%$
(D) $8.8 \%$",函数的应用,,1. D,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第三章测试六,,,"11. 某商店出售茶壼和茶杯, 茶壼每只定价 20 元, 茶杯每只定价 5 元. 该店制定了两种优惠方案:方案一: 买一只茶壸赠送一只茶杯; 方案二: 按总价的 $92 \%$ 付款. 某顾客欲购买茶萤 4 只, 茶杯若干只 (不少于 4 只). 若购买茶杯数为 $x$ 只, 付款总钱数为 $y$ 元, 分别建立两种优惠方案中 $y$ 与 $x$ 之间的函数关系式, 并讨论该顾客买同样多的茶杯, 两种方案中哪一种更省钱.",函数的应用,详见解析,"11. 解: 方案一: $ y_{1}=20 \times 4+5(x-4) $, 即 $ y_{1}=5 x+60, x \geqslant 4 $.
方案二: $ y_{2}=(5 x+20 \times 4) \times 92 \% $, 即 $ y_{2}=4.6 x+73.6, x \geqslant 4 $.
令 $ y_{1}=y_{2} $, 即 $ 5 x+60=4.6 x+73.6 $, 解得 $ x=34 $, 所以购买 34 只茶杯时, 两种优惠方案相同;当 $ 4 \leqslant x<34 $,且 $ x \in \mathbf{N} $ 时, $ y_{1}<y_{2} $, 故方案一更省钱;
当 $ x>34 $, 且 $ x \in \mathbf{N} $ 时, $ y_{1}>y_{2} $, 故方案二更省钱.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第三章测试六,,,"14. 某租赁公司拥有汽车 100 辆. 当每辆车的月租金为 3000 元时, 可全部租出. 当每辆车的月租金每增加 50 元时, 未租出的车将会增加一辆, 租出的车每辆每月需要维护费 200 元 .
(1) 当每辆车的月租金定为 3600 元时,能租出多少辆车?
(2) 当每辆车的月租金定为多少元时,租赁公司的月收益最大? 最大月收益是多少元?",函数的应用,详见解析,"(1) 当每辆车的月租金定为 3600 元时, 租出的车辆数为 $88 $ (辆).

(2) 当每辆车的月租金定为 4100 元时, 租赁公司的月收益最大,最大月收益为 304200 元.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第三章测试六,,,"6. 经市场调查, 某产品的总成本 $y$ (万元) 与产量 $x$ (台) 之间的函数关系近似满足: $y=3000+$ $20 x-0.1 x^{2}, x \in(0,240)$. 若每台产品售价为 25 万元, 则使生产者不亏本(即销售收人不小于总成本)的最低产量是台.",函数的应用,,6. 150,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第三章测试六,,,"7. 甲、乙两地相距 $s$ 千米, 汽车从甲地匀速行驶到乙地, 速度不得超过 $c$ 千米/时. 已知汽车每小时的运输成本(元) 由可变部分和固定部分组成: 可变部分与速度 $v$ (千米/时)的平方成正比,比例系数为 $b$; 固定部分为 $a$ 元. 将全程运输成本 $y$ (元) 表示为速度 $v$ (千米/时) 的函数, 其解析式为",函数的应用,,"7. $y=s\left(\frac{a}{v}+b v\right), v \in(0, c]$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题A组,,,"7. 求下列函数在给定点的切线方程.
(1) $y=\frac{3 x}{x+1}$,
$(2,2)$;
(2) $y=5 x+\ln x,(1,5)$.",导数及其应用,,"(1) $x-3 y+4=0$;
(2) $6 x-y-1=0$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题A组,,,"10. 求函数 $y=2 x^{3}-3 x^{2}-12 x+8$ 在区间 $[-2,3]$ 上的最大值和最小值.",导数及其应用,"最大值：15；
最小值：-12.","最大值：15；
最小值：-12.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题A组,,,"12. 若曲线 $y=x^{2}+a x+b$ 在点 $(0, b)$ 处的切线方程是 $x-y+1=0$, 求 $a, b$.",导数及其应用,,"$a=1, b=1$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题B组,,,1. 写出函数 $f(u)=u^{5}$ 和 $g(\theta)=\cos \theta$ 的导函数.,导数及其应用,,"$f^{\prime}(u)=5 u^{4}, g^{\prime}(\theta)=-\sin \theta$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题B组,,,"2. 已知 $f(x)=x^{3}$, 求 $f(a-b x)$ 的导数, 其中 $a, b$ 均为常数.",导数及其应用,,$-3 b(a-b x)^{2}$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题B组,,,"13. 设函数 $f(x)=\sqrt{x^{2}+1}-a x$, 其中 $a \gt 0$, 若函数 $f(x)$ 在 $[0,+\infty)$ 上是减函数, 试求实数 $a$ 的取值范围.",导数及其应用,,"$[1,+\infty)$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题C组,,,"2. 若函数 $f(x)$ 在 $R$ 上可导, 且满足 $f(x)-x f^{\prime}(x) \gt 0$, 判断 $3 f(1)$ 与 $f(3)$的大小.",导数及其应用,,$f(3) \lt 3 f(1)$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题C组,,,"3. 设函数 $f(x)=x e ^{a-x}+b x$, 曲线 $y=f(x)$ 在 $(2, f(2))$ 处的切线方程为 $y=$ $( e -1) x+4$.
(1) 求实数 $a, b$ 的值;
(2) 求 $f(x)$ 的单调区间.",导数及其应用,"(1)a=2,b=e;(2)f(x)单调增区间是（-∞,+∞），无单调减区间","(1)a=2,b=e;(2)f(x)单调增区间是（-∞,+∞），无单调减区间",,,,,,,,,,
高中,教材题,人教版高中数学(B版)选修三,第六章复习题C组,,,"7. 求证: $x \geqslant 0$ 时, 有 $x e ^{-x} \leqslant \ln (1+x)$.",导数及其应用,详见解析,证明题，答案详见解析,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试一,,,11. 利用导数定义求函数 $f(x)=x^{3}$ 的导数.,导数及其应用,,$f^{\prime}(x)=3 x^{2}$,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试二,,,"1. 设函数 $f(x)=\cos x$, 则 $f^{\prime}\left(\frac{\pi}{6}\right)=(\quad)$.
A. $\frac{1}{2}$
B. $-\frac{1}{2}$
C. $\frac{\sqrt{3}}{2}$
D. $-\frac{\sqrt{3}}{2}$",导数及其应用,,1. B,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试三,,,"12. 已知曲线 $y=3 x-x^{3}$ 上一点 $P(2,-2)$, 求过点 $P$ 的切线方程.",导数及其应用,,切线方程为 $9 x+y-16=0$ 或 $y+2=0$.,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试四,,,"3. 已知函数 $f(x)=a x+\ln x(a \in R)$, 求 $f(x)$ 的单调区间.",导数及其应用,,"函数 $f(x)$ 的单调增区间为 $\left(0,-\frac{1}{a}\right)$, 单调减区间为 $\left(-\frac{1}{a},+\infty\right)$.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试六,,,"11. 已知函数 $f(x)=x^{3}+a x^{2}+b x+a^{2}$ 在 $x=1$ 处有极值 10 , 求 $a, b$ 的值.",导数及其应用,,"$a=4, b=-11$.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试七,,,"6. 设函数 $f(x)$ 在 $R$ 上满足 $f^{\prime}(x) \gt 0$, 则 $f(x)$ 在 $[a, b]$ 上的最小值为 , 最大值为 (用 $a, b$ 表示)",导数及其应用,,"6. $f(a), f(b)$",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试八,,,"14. 已知函数 $f(x)=\left\{\begin{array}{c}x \ln x, x \gt a, \\ -x^{2}+2 x-3, x \leq a,\end{array}\right.$ 其中 $a \geq 0$.
(1) 当 $a=0$ 时, 求函数 $f(x)$ 的图像在点 $(1, f(1))$ 处的切线方程;
(2) 如果对于任意 $x_{1}, x_{2} \in R$, 且 $x_{1} \lt x_{2}$, 都有 $f\left(x_{1}\right) \lt f\left(x_{2}\right)$, 求 $a$ 的取值范围.",导数及其应用,见解析,"(1)  $y=x-1$ 
(2)$ a$ $ 的取值范围为$$\left[\frac{1}{e}, 1\right]$",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修一,第六章测试九,,,"2. 设 $f(x)=x \ln x$, 若 $f^{\prime}\left(x_{0}\right)=2$, 则 $x_{0}=(\quad)$
(A) $e^{2}$
(B) $e$
(C) $\frac{\ln 2}{2}$
(D) $\ln 2$",导数及其应用,,2. B,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题A组,,,"2. 求下列各式的值.
(1) $(7+5 i )+(4+3 i )$;
(2) $(8-5 i )-(4-3 i )$;
(3) $(2-5 i )(4+3 i )$;
(4) $2 i \div(1- i )$.",数系的扩充与复数的引用,,"(1) $11+8 i$;
(2) $4-2 i$;
(3) $23-14 i$;
(4) $-1+i$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题A组,,,"5. 分别写出下列各复数的实部与虚部.
(1) $\frac{1+ i }{3}$;
(2) $2+i^{2}$;
(3) $(1+i)^{2}$;
(4) $\frac{1+ i }{2 i }$.",数系的扩充与复数的引用,,"【答案】(1)实部为 $\frac{1}{3}$, 虚部为 $\frac{1}{3} ;$ (2)实部为 1 , 虚部为 $0 ;(3)$ 实部为 0 , 虚部为 $2 ;(4)$ 实部为 $\frac{1}{2}$, 虚部为 $-\frac{1}{2}$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题A组,,,"3. 已知复数 $z=\frac{m+2}{m}-\left(m-m^{2}\right) i$, 则
(1) 当实数 $m$ 取什么值时, $z$ 是实数?
（2）当实数 $m$ 在什么范围时, $z$ 在复平面内对应的点在第二象限?",数系的扩充与复数的引用,,"(1)$m=1$;
(2)$m \in(-2,0)$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题B组,,,"6. 把下列复数化为三角形式.
(1) $\cos \frac{\pi}{4}-i \sin \frac{\pi}{4}$;
(2) $-\left(\cos \frac{\pi}{3}+ i \sin \frac{\pi}{3}\right)$;
(3) $\sin \frac{3 \pi}{4}+i \cos \frac{3 \pi}{4}$.",数系的扩充与复数的引用,见解析,$\begin{array}{l}\text { (1) } \cos \frac{\pi}{4}-i \sin \frac{\pi}{4}=\cos \frac{7 \pi}{4}+i \sin \frac{7 \pi}{4} ;  \\ (2)-\left(\cos \frac{\pi}{3}+i \sin \frac{\pi}{3}\right)=\cos \frac{4 \pi}{3}+i \sin \frac{4 \pi}{3} ;  \\ (3) \sin \frac{3 \pi}{4}+i \cos \frac{3 \pi}{4}=\cos  \frac{7 \pi}{4}+i \sin \frac{7 \pi}{4}\end{array} $,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题B组,,,"7. 已知 $z+\frac{4}{z}$ 为实数, 且 $|z-2|=2$, 求 $z$ 的值.",数系的扩充与复数的引用,,$z=4$ 或 $z=1+\sqrt{3} i$ 或 $z=1-\sqrt{3} i$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题B组,,,"13. 设 $z$ 是模为 1 的复数, 求 $z^{2}+\frac{1}{z^{2}}$ 的最小值.",数系的扩充与复数的引用,-2,-2,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题B组,,,10. 将复数 $1+\cos \alpha+i \sin \alpha$ 化为三角形式.,数系的扩充与复数的引用,,$2 \cos \frac{\alpha}{2}\left(\cos \frac{\alpha}{2}+i \sin \frac{\alpha}{2}\right)$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题C组,,,"1. 下列关于方程 $4 x^{2}+m x+1=0(m \in R )$ 的结论中, 正确的有
(1) 方程的两根互为共轭复数; (2) 如果方程的两根互为共轭复数, 则 $m=0$; (3) 若 $x$ 为方程的一个虚根, 则 $\bar{x}$ 也为方程的根; (4) 若 $m \lt 0$, 则方程的两根一定都为正数.",数系的扩充与复数的引用,,③,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题10-3B,,,(4) 求证: $(\cos 3 \theta-i \sin 3 \theta)(\cos 2 \theta-i \sin 2 \theta)=\cos 5 \theta-i \sin 5 \theta$.,数系的扩充与复数的引用,证明题，见解析,证明题，答案详见解析,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第十章复习题10-3B,,,(5) 计算 $\frac{(\sqrt{3}-i)^{3}(1+\sqrt{3} i)}{\left(\cos \frac{\pi}{12}-i \sin \frac{\pi}{12}\right)^{2}}$.,数系的扩充与复数的引用,16,16,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试一,,,"3. 设 $x, y \in R$, 且满足 $1+(x-y) i =x-2+5 i$, 则 $x y$ 等于 $(\quad)$
(A) -2
(B) 2
(C) -6
(D) 6",数系的扩充与复数的引用,C,C,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试一,,,"14. 设 $z \in C$, 若 $|z|=z+2-4 i$, 求复数 $z$.",数系的扩充与复数的引用,,$z=3+4 i$,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试二,,,11. 计算: $\frac{5 i }{(1- i )(1+2 i )}$.,数系的扩充与复数的引用,,$\frac{1}{2}+\frac{3}{2} i$.,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试二,,,"3. 复数 $i + i ^{2}+ i ^{3}+\cdots+ i ^{2025}$ 的值是 $( y )$
(A) $i$
(B) $- i$
(C) 1
(D) -1",数系的扩充与复数的引用,,(A) $i$,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试二,,,"1. 复数 $\frac{1+ i }{ i }$ 的共轭复数是 $(\quad)$
(A) $i$
(B) $1- i$
(C) $1+ i$
(D) $- i$",数系的扩充与复数的引用,C,C,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试三,,,"2. 复数 $-1+ i$ 的三角形式是 $(\quad)$
(A) $\cos \frac{\pi}{4}+i \sin \frac{\pi}{4}$
(B) $\sqrt{2}\left(\cos \frac{\pi}{4}+i \sin \frac{\pi}{4}\right)$
(C) $\cos \frac{3 \pi}{4}+i \sin \frac{3 \pi}{4}$
(D) $\sqrt{2}\left(\cos \frac{3 \pi}{4}+i \sin \frac{3 \pi}{4}\right)$",数系的扩充与复数的引用,,(D) $\sqrt{2}\left(\cos \frac{3 \pi}{4}+i \sin \frac{3 \pi}{4}\right)$,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试三,,,"13. 在复平面内有一个矩形 $O A B C,|O C|=\sqrt{3}|O A|$, 点 $C$ 在第二象限, 点 $A$ 所对应的复数是 $2+ i$,求另外两个顶点 $B, C$ 所对应的复数.",数系的扩充与复数的引用,," 顶点 $B$ 所对应的复数是 $2-\sqrt{3}+(2 \sqrt{3}+1) i$,顶点 $C$ 所对应的复数是 $-\sqrt{3}+2 \sqrt{3} i$.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试三,,,"14. 已知 $\left|z_{1}\right|=\left|z_{2}\right|=1, z_{1}+z_{2}=\frac{1}{2}+\frac{\sqrt{3}}{2} i$, 求复数 $z_{1}, z_{2}$.",数系的扩充与复数的引用,"$z_1=1$, $z_2=-\frac{1}{2}+\frac{\sqrt 3}{2} i$.","$z_1=1$, $z_2=-\frac{1}{2}+\frac{\sqrt 3}{2} i$.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试四,,,"12. 已知复数 $z=1+ i$, 且满足 $a z+2 b \bar{z}=(a+2 z)^{2}$, 求实数 $a, b$ 的值.",数系的扩充与复数的引用,,"$\left\{\begin{array}{l}a=-2, \\ b=-1,\end{array}\right.$ 或 $\left\{\begin{array}{l}a=-4, \\ b=2 .\end{array}\right.$",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修四,第十章测试四,,,"13. 已知 $m, \theta, k$ 都是实数,两个复数集合 $M=\left\{ z \mid z =\cos \theta+\left(4-m^{2}\right) i \right\}, N=\{ z \mid z =m+(k+\sin \theta) i \}$,且 $M \cap N \neq \varnothing$, 求实数 $k$ 的取值范围.",数系的扩充与复数的引用,,"$k \in\left[\frac{11}{4}, 5\right]$.",,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,1,,"1. 已知集合 $M=\{x \mid x+2 \geqslant 0\}, N=\{x \mid x-1 \lt 0\}$, 则 $M \cap N=$
A. $\{x \mid-2 \leqslant x \lt 1\}$
B. $\{x \mid-2 \lt x \leqslant 1\}$
C. $\{x \mid x \geqslant-2\}$
D. $\{x \mid x \lt 1\}$",集合与函数概念,A,A,,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,2,,"2. 在复平面内, 复数 $z$ 对应的点的坐标是 $(-1, \sqrt{3})$, 则 $z$ 的共轭复数 $\bar{z}=$
A. $1+\sqrt{3} i$
B. $1-\sqrt{3} i$
C. $-1+\sqrt{3} i$
D. $-1-\sqrt{3} i$",数系的扩充与复数的引用,D,D,,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,4,,"4. 下列函数在区间 $(0,+\infty)$ 内单调递增的是
A. $f(x)=-\ln x$
B. $f(x)=\frac{1}{2^{x}}$
C. $f(x)=-\frac{1}{x}$
D. $f(x)=3^{|x-1|}$",集合与函数概念,C,C,,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,7,,"7. 在 $\triangle A B C$ 中, $(a+c)(\sin A-\sin C)=b(\sin A-\sin B)$, 则 $C=$
A. $\frac{\pi}{6}$
B. $\frac{\pi}{3}$
C. $\frac{2 \pi}{3}$
D. $\frac{5 \pi}{6}$",解三角形,B,B,,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,11,,"11. 已知函数 $f(x)=4^{y}+\log _{2} x$, 则 $f\left(\frac{1}{2}\right)=$",基本初等函数,1,1,,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,15,,"15. 设 $a \gt 0$, 函数 $f(x)=\left\{x+2, x \lt -a,  \sqrt{a^{2}-x^{2}},-a \leqslant x \leqslant a, 给出下列四个结论, 正确的序号为  -\sqrt{x}-1, x \gt a .\right.$
(1) $f(x)$ 在区间 $(a-1,+\infty)$ 内单调递减;
(2) 当 $a \geqslant 1$ 时, $f(x)$ 存在最大值;
(3) 设 $M\left(x_{1}, f\left(x_{1}\right)\right)\left(x_{1} \leqslant a\right), N\left(x_{2}, f\left(x_{2}\right)\right)\left(x_{2} \gt a\right)$, 则 $|M N| \gt 1$;
(4) 设 $P\left(x_{3}, f\left(x_{3}\right)\right)\left(x_{3} \lt -a\right), Q\left(x_{4}, f\left(x_{4}\right)\right)\left(x_{4} \geqslant-a\right)$, 若 $|P Q|$ 存在最小值, 则 $a$ 的取值范围是 $\left(0, \frac{1}{2}\right]$.",导数及其应用,,(2) (3),,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,17,,"17. (本题 14 分) 已知函数 $f(x)=\sin \omega x \cos \varphi+\cos \omega x \sin \varphi\left(\omega \gt 0,|\varphi| \lt \frac{\pi}{2}\right)$.
(1) 若 $f(0)=-\frac{\sqrt{3}}{2}$, 求 $\varphi$ 的值;
(2) 若 $f(x)$ 在区间 $\left[-\frac{\pi}{3}, \frac{2 \pi}{3}\right]$ 上单调递增, 且 $f\left(\frac{2 \pi}{3}\right)=1$, 再从条件(1)、条件(2)、条件(3)这三个条件中选择
一个作为已知, 求 $\omega, \varphi$ 的值.
条件(1): $f\left(\frac{\pi}{3}\right)=\sqrt{2}$;
条件(2): $f\left(-\frac{\pi}{3}\right)=-1$;
条件(3): $f(x)$ 在区间 $\left[-\frac{4 \pi}{3},-\frac{\pi}{3}\right]$ 上单调递减.
注: 如果选择多个条件分别解答, 按第一个解答计分.",三角函数,,"【答案】
( I ) $-\frac{\pi}{3}$.
（II) 若选(1)： $\omega 、 \varphi$ 的值不存在.
若选(2): $\omega=1, \varphi=-\frac{\pi}{6}$;
若选(3): $\omega=1, \varphi=-\frac{\pi}{6}$.",,,,,,,,,,
高中,高考题,2023年普通高等学校招生全国统一考试数学（北京卷）,,20,,"20. (本题 15 分) 设函数 $f(x)=x-x^{3} e ^{a x+b}$, 曲线 $y=f(x)$ 在点 $(1, f(1))$ 处的切线方程为 $y=-x+1$.
(1) 求 $a, b$ 的值;
(2) 设函数 $g(x)=f^{\prime}(x)$, 求 $g(x)$ 的单调区间;
(3) 求 $f(x)$ 的极值点个数.",导数及其应用,,"答案】( I ) $a=-1, b=1$.
（II ）在 $(-\infty, 0)$ 和 $(3-\sqrt{3}, 3+\sqrt{3})$ 上单调递增, 在 $(0,3-\sqrt{3})$ 和 $(3+\sqrt{3},+\infty)$ 上单调递减；
( III) 3 个极值点.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,1,,"1. (5分) 设集合 $A=\{x \mid x=3 k+1, k \in Z\}, B=\{x \mid x=3 k+2, k \in Z\}$, $U$ 为整数集, 则 $\complement_{U}(A \cup B)=(\quad)$
A. $\{x \mid x=3 k, k \in Z\}$
B. $\{x \mid x=3 k-1, k \in Z\}$
C. $\{x \mid x=3 k-2, k \in Z\}$
D. $\varnothing$",集合与函数概念,A,A,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,2,,"2. (5分) 若复数 $(a+i)(1-a i)=2, a \in R$, 则 $a=(\quad)$
A. -1
B. 0
C. 1
D. 2",数系的扩充与复数的引用,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,10,,"10. (5 分) 已知 $f(x)$ 为函数 $y=\cos \left(2 x+\frac{\pi}{6}\right)$ 向左平移 $\frac{\pi}{6}$ 个单位所得函数, 则 $y=f(x)$ 与 $y=\frac{1}{2} x-\frac{1}{2}$ 的交点个数为 ( )
A. 1
B. 2
C. 3
D. 4",三角函数,C,C,,,,,,,,,,
